==11544== NVPROF is profiling process 11544, command: ./inverse_bench tests/simpleMean/large_5_64_64.mats
==11544== Profiling application: ./inverse_bench tests/simpleMean/large_5_64_64.mats
==11544== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream          ID   Parent ID         Parent Block  Name
1.03431s  7.1040us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1341         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03433s  35.296us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1342         822              (0 0 0)  transform_matrix(float*, float*, int, int)
1.03437s  9.1850us             (56 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1343         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03439s  11.680us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1344         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03444s  6.9120us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1345         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03446s  5.7280us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1346         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03448s  35.969us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1347         822              (0 0 0)  transform_matrix(float*, float*, int, int)
1.03453s  8.1280us             (55 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1348         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03455s  10.368us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1349         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03460s  7.0080us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1350         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03462s  5.7920us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1351         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03464s  37.217us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1352         822              (0 0 0)  transform_matrix(float*, float*, int, int)
1.03468s  9.0240us             (54 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1353         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03470s  10.368us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1354         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03475s  5.6960us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1355         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03477s  6.9770us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1356         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03479s  36.768us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1357         822              (0 0 0)  transform_matrix(float*, float*, int, int)
1.03483s  8.0960us             (53 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1358         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03485s  10.368us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1359         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03490s  7.0720us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1360         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03492s  5.7600us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1361         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03494s  37.249us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1362         822              (0 0 0)  transform_matrix(float*, float*, int, int)
1.03499s  9.0880us             (52 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1363         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03500s  10.401us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1364         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03505s  6.9440us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1365         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03507s  5.7920us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1366         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03510s  36.897us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1367         822              (0 0 0)  transform_matrix(float*, float*, int, int)
1.03514s  7.7760us             (51 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1368         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03516s  10.432us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1369         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03521s  6.9120us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1370         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
